System_geom,1200,1200,400
#Detector,center,normal,top,h,w,t
Pt,"(778.705279, 286.731907, 156.111322)"
Pt,"(564.975575, 1016.804013, 21.672382)"
Pt,"(120.123206, 809.505515, 364.381628)"
Pt,"(1030.386565, 1174.080357, 371.913871)"
Pt,"(996.259997, 279.196009, 314.669160)"
Pt,"(773.063271, 346.487180, 249.016309)"
Pt,"(160.666893, 709.976475, 154.873178)"
Pt,"(341.467198, 1052.638945, 180.483216)"
Pt,"(918.107866, 853.103939, 330.714226)"
Pt,"(1133.276011, 608.788493, 69.575772)"
Pt,"(767.438015, 696.007805, 313.868185)"
Pt,"(1.757981, 1048.281890, 87.507707)"
Pt,"(22.233866, 371.192783, 331.638849)"
Pt,"(724.272048, 102.654749, 396.954218)"
Pt,"(307.816576, 713.190501, 94.870891)"
Pt,"(278.802628, 363.397765, 40.642663)"
Pt,"(1088.636582, 1186.117387, 273.722240)"
Pt,"(346.784666, 167.035474, 44.400475)"
Pt,"(123.231356, 778.802042, 388.008603)"
Pt,"(338.749439, 117.072884, 139.268502)"
Pt,"(841.749205, 325.680603, 321.655780)"
Pt,"(1192.208242, 69.142944, 196.208084)"
Pt,"(345.839135, 698.882997, 305.614884)"
Pt,"(506.796535, 931.196612, 178.029622)"
Pt,"(873.775601, 1194.375857, 270.726062)"
Pt,"(234.332256, 834.718938, 361.425115)"
Pt,"(892.165000, 595.720939, 94.077956)"
Pt,"(54.365930, 795.044239, 233.358121)"
Pt,"(578.225241, 821.584627, 78.720578)"
Pt,"(536.749600, 1189.659699, 98.306989)"
Pt,"(809.084837, 168.530050, 171.206044)"
Pt,"(296.214257, 646.479622, 288.804095)"
Pt,"(1005.509275, 471.282244, 317.043484)"
Pt,"(1178.180150, 75.769556, 226.598873)"
Pt,"(344.751138, 941.264605, 206.392030)"
Pt,"(404.989936, 232.763339, 51.554148)"
Pt,"(669.878534, 831.340788, 361.818193)"
Pt,"(908.378543, 1173.895967, 235.948750)"
Pt,"(727.749762, 91.765113, 149.848033)"
Pt,"(979.204921, 1175.976196, 151.271459)"
Pt,"(588.901262, 551.653735, 105.763821)"
Pt,"(917.254449, 841.472363, 397.177319)"
Pt,"(924.295189, 317.359423, 351.390366)"
Pt,"(1032.832066, 212.847592, 368.725207)"
Pt,"(498.137092, 180.752223, 198.969918)"
Pt,"(1124.154829, 922.410125, 375.556948)"
Pt,"(948.446159, 1126.057266, 177.445058)"
Pt,"(682.543048, 538.771939, 283.406036)"
Pt,"(645.820184, 631.305328, 64.342481)"
Pt,"(1061.209914, 1176.657669, 351.047401)"
Pt,"(777.102063, 546.561872, 247.521735)"
Pt,"(976.020113, 946.164014, 25.159079)"
Pt,"(332.237493, 70.226660, 123.643084)"
Pt,"(111.513341, 570.502117, 254.701172)"
Pt,"(741.469345, 79.462630, 176.226075)"
Pt,"(1136.423312, 841.704749, 239.427053)"
Pt,"(1118.066606, 1044.606315, 271.996397)"
Pt,"(753.265782, 590.471919, 33.275538)"
Pt,"(970.405720, 453.294940, 26.757512)"
Pt,"(469.245767, 876.361707, 242.101526)"
Pt,"(1119.596569, 911.529980, 286.170355)"
Pt,"(1188.681977, 219.570902, 230.850486)"
Pt,"(332.546229, 671.807787, 240.084532)"
Pt,"(375.175913, 887.351745, 337.003551)"
Pt,"(311.024423, 1065.861744, 165.690790)"
Pt,"(607.252297, 368.110955, 272.616748)"
Pt,"(1134.428468, 328.474730, 265.984867)"
Pt,"(1089.455327, 559.608682, 143.204391)"
Pt,"(429.289894, 1157.164382, 120.261538)"
Pt,"(465.190832, 704.074197, 188.182218)"
Pt,"(226.521320, 572.080759, 282.732735)"
Pt,"(859.423814, 1070.970545, 218.010492)"
Pt,"(1071.315500, 638.306153, 155.426355)"
Pt,"(314.861985, 21.480244, 22.910609)"
Pt,"(436.188845, 8.538607, 60.769394)"
Pt,"(6.933706, 917.648828, 121.639906)"
Pt,"(1097.347365, 1168.114872, 123.354369)"
Pt,"(1149.394787, 1188.756026, 171.096327)"
Pt,"(911.890963, 364.548856, 384.000093)"
Pt,"(904.447935, 326.490985, 171.268831)"
Pt,"(643.534087, 127.695065, 4.819073)"
Pt,"(982.290527, 1133.496483, 210.824124)"
Pt,"(1199.045928, 453.105292, 394.826481)"
Pt,"(52.530687, 849.079630, 99.227122)"
Pt,"(756.164089, 437.131514, 5.131604)"
Pt,"(85.872976, 1183.179690, 184.352299)"
Pt,"(722.020951, 35.358115, 96.996842)"
Pt,"(1150.528156, 1090.790714, 9.666507)"
Pt,"(1119.672724, 73.965797, 275.524719)"
Pt,"(159.808964, 927.973462, 180.691659)"
Pt,"(129.733310, 619.260206, 138.123035)"
Pt,"(998.585264, 1117.467116, 86.770381)"
Pt,"(880.711825, 607.285425, 28.527147)"
Pt,"(559.239417, 291.043488, 236.755202)"
Pt,"(239.879876, 919.402982, 257.776066)"
Pt,"(856.008892, 1106.619989, 7.423590)"
Pt,"(941.157352, 625.291390, 140.613643)"
Pt,"(860.437233, 874.062849, 298.629654)"
Pt,"(622.682771, 1131.826910, 330.860571)"
Pt,"(561.180997, 721.085177, 398.604188)"
Pt,"(60.948768, 384.437692, 292.088698)"
Pt,"(84.117030, 197.911831, 115.848549)"
Pt,"(981.454895, 1015.617083, 80.605906)"
Pt,"(735.979932, 88.156842, 273.803189)"
Pt,"(28.387007, 473.637413, 245.783185)"
Pt,"(7.699186, 772.701743, 111.423952)"
Pt,"(573.488244, 657.751948, 88.120225)"
Pt,"(1120.311470, 648.537955, 381.406050)"
Pt,"(1089.605150, 921.269163, 81.914392)"
Pt,"(868.184008, 265.488451, 294.219488)"
Pt,"(1182.000084, 348.044325, 304.028279)"
Pt,"(665.591257, 670.328041, 123.415711)"
Pt,"(62.240725, 719.743052, 241.849664)"
Pt,"(279.168358, 329.899615, 370.044136)"
Pt,"(430.142224, 511.541141, 272.585121)"
Pt,"(2.473582, 611.264912, 258.817149)"
Pt,"(513.724091, 875.726710, 274.212990)"
Pt,"(568.356710, 234.134790, 26.138223)"
Pt,"(690.122318, 78.378374, 49.359338)"
Pt,"(119.258081, 469.656885, 392.860473)"
Pt,"(463.927920, 482.253667, 126.844752)"
Pt,"(710.401880, 773.887812, 356.701178)"
Pt,"(531.338109, 163.281304, 161.823087)"
Pt,"(7.981554, 1191.468990, 25.679120)"
Pt,"(68.310154, 314.920805, 54.155319)"
Pt,"(663.197620, 825.445549, 196.424625)"
Pt,"(838.657695, 1035.063085, 259.722559)"
Pt,"(252.230106, 802.184691, 168.502680)"
Pt,"(122.565464, 769.629980, 97.552110)"
Pt,"(632.173493, 1078.143332, 146.518140)"
Pt,"(1179.592947, 724.050448, 22.755409)"
Pt,"(319.399747, 606.992096, 11.077245)"
Pt,"(303.785404, 408.059955, 385.272884)"
Pt,"(637.787063, 1170.148059, 137.186371)"
Pt,"(592.154048, 65.589382, 318.116986)"
Pt,"(34.668193, 990.259513, 333.426015)"
Pt,"(681.052339, 985.857960, 70.526225)"
Pt,"(266.779705, 653.897507, 131.344772)"
Pt,"(1032.380113, 312.479605, 302.904537)"
Pt,"(446.591803, 1077.895815, 344.472706)"
Pt,"(158.810731, 1070.915763, 52.752490)"
Pt,"(924.700899, 310.447250, 302.463026)"
Pt,"(565.589703, 219.050466, 299.956430)"
Pt,"(984.250477, 665.852545, 154.073593)"
Pt,"(9.550719, 879.117900, 206.247579)"
Pt,"(1169.907607, 172.058427, 69.291334)"
Pt,"(592.180629, 918.060670, 95.521383)"
Pt,"(725.832720, 502.696715, 66.650841)"
Pt,"(641.620312, 1101.195283, 274.487818)"
Pt,"(1056.096319, 1173.919998, 254.570043)"
Pt,"(951.647555, 122.727581, 377.528835)"
Pt,"(567.341408, 975.641019, 247.739195)"
Pt,"(547.797633, 959.121579, 52.122666)"
Pt,"(225.518802, 88.356580, 161.086111)"
Pt,"(947.871268, 809.465019, 151.116014)"
Pt,"(134.057344, 1089.517960, 175.711904)"
Pt,"(1157.466091, 682.391708, 132.287198)"
Pt,"(968.698089, 1184.630420, 307.775168)"
Pt,"(717.428894, 437.573715, 342.162638)"
Pt,"(961.299972, 150.251706, 266.846585)"
Pt,"(914.838927, 798.976532, 8.070082)"
Pt,"(960.159230, 487.060425, 174.952713)"
Pt,"(1.491993, 408.983452, 55.276735)"
Pt,"(176.165567, 649.711185, 156.547391)"
Pt,"(611.593336, 813.153639, 163.872374)"
Pt,"(429.006634, 503.987192, 24.628038)"
Pt,"(31.058624, 286.021310, 234.835361)"
Pt,"(1146.702254, 262.683526, 279.823696)"
Pt,"(80.723922, 131.591820, 135.083942)"
Pt,"(539.517743, 800.276030, 97.056333)"
Pt,"(888.267442, 923.009175, 18.481812)"
Pt,"(29.496332, 558.749856, 273.629980)"
Pt,"(1138.637993, 333.356392, 397.580530)"
Pt,"(293.111435, 839.275058, 166.014215)"
Pt,"(857.802201, 912.795814, 334.779434)"
Pt,"(583.946099, 223.366090, 27.161359)"
Pt,"(97.180890, 1193.462706, 374.043765)"
Pt,"(105.135528, 356.556239, 98.497902)"
Pt,"(574.116242, 730.208880, 307.268110)"
Pt,"(987.514689, 1109.563252, 190.947707)"
Pt,"(462.563201, 761.486321, 286.860308)"
Pt,"(958.482487, 400.196047, 369.298742)"
Pt,"(517.139662, 382.666740, 149.697128)"
Pt,"(274.083371, 1195.654343, 105.457107)"
Pt,"(350.205737, 299.927995, 251.119914)"
Pt,"(180.497802, 4.019087, 84.806387)"
Pt,"(108.596551, 358.372203, 167.295539)"
Pt,"(455.096562, 571.417191, 187.002336)"
Pt,"(890.056901, 541.132323, 176.039771)"
Pt,"(819.656112, 451.071945, 214.404554)"
Pt,"(544.167983, 923.640794, 81.794323)"
Pt,"(970.886601, 24.864925, 11.781277)"
Pt,"(1023.777790, 48.359026, 139.701388)"
Pt,"(970.136316, 752.715368, 19.003739)"
Pt,"(852.092348, 732.458760, 95.509123)"
Pt,"(823.942397, 1114.016158, 61.878086)"
Pt,"(38.986553, 84.806852, 395.978743)"
Pt,"(770.602697, 74.637769, 238.230157)"
Pt,"(273.566743, 375.949644, 371.195952)"
Pt,"(928.413773, 526.549095, 191.418888)"
Pt,"(1128.766139, 1006.911536, 264.019324)"
Pt,"(660.627104, 419.957642, 288.034855)"
Pt,"(996.869212, 1147.447878, 62.254734)"
Pt,"(475.406076, 913.950994, 166.939121)"
Pt,"(116.691270, 814.024887, 232.326612)"
Pt,"(816.905042, 1034.420903, 195.468202)"
Pt,"(299.286663, 394.056999, 82.728028)"
Pt,"(670.242551, 437.693536, 271.583733)"
Pt,"(1197.151695, 425.105708, 38.643776)"
Pt,"(905.937742, 1194.074689, 256.274154)"
Pt,"(244.453030, 1143.044671, 177.250071)"
Pt,"(181.628492, 634.217088, 87.285733)"
Pt,"(487.539331, 753.056912, 345.414541)"
Pt,"(466.478315, 375.035401, 151.439931)"
Pt,"(473.909979, 441.406321, 196.401849)"
Pt,"(778.029731, 183.202668, 55.288634)"
Pt,"(122.534663, 41.025412, 135.823981)"
Pt,"(789.519687, 436.721878, 255.876321)"
Pt,"(443.933029, 316.183775, 367.690749)"
Pt,"(971.356573, 809.104113, 301.428262)"
Pt,"(693.461148, 356.313462, 268.750299)"
Pt,"(576.027532, 187.677335, 64.575029)"
Pt,"(33.213911, 1069.450723, 302.671606)"
Pt,"(757.657548, 77.063337, 231.368987)"
Pt,"(151.633164, 1008.835323, 31.515697)"
Pt,"(567.456529, 184.750707, 141.706752)"
Pt,"(591.955296, 638.187998, 371.660497)"
Pt,"(630.341834, 1124.396632, 106.761302)"
Pt,"(359.496685, 695.889028, 277.186448)"
Pt,"(712.579997, 1086.450581, 158.967209)"
Pt,"(787.684748, 257.947680, 222.411953)"
Pt,"(522.070345, 426.674800, 53.248673)"
Pt,"(327.625296, 916.990743, 300.305636)"
Pt,"(586.996611, 3.605744, 127.393238)"
Pt,"(919.027401, 5.013788, 219.093694)"
Pt,"(983.363129, 773.404860, 179.245473)"
Pt,"(49.413085, 440.756955, 108.281209)"
Pt,"(1026.532673, 1138.299072, 375.526213)"
Pt,"(145.893247, 953.714783, 104.514420)"
Pt,"(58.337082, 977.451439, 29.251655)"
Pt,"(606.217955, 1002.721759, 363.926163)"
Pt,"(750.812108, 1183.738303, 2.563810)"
Pt,"(7.002931, 914.074672, 323.548936)"
Pt,"(518.703150, 421.816699, 322.825557)"
Pt,"(286.451468, 823.693982, 252.347827)"
Pt,"(635.274662, 50.432659, 110.071422)"
Pt,"(979.395177, 590.152725, 315.175318)"
Pt,"(709.127492, 516.132096, 175.425209)"
Pt,"(173.961795, 922.827661, 379.455480)"
Pt,"(691.322894, 170.686812, 57.935045)"
Pt,"(126.757959, 1095.827361, 330.842774)"
Pt,"(448.591335, 789.055055, 271.174060)"
Pt,"(84.774963, 330.671921, 291.629185)"
Pt,"(261.983695, 256.934175, 27.290079)"
Pt,"(1026.032574, 100.525572, 318.422747)"
Pt,"(31.345244, 715.849264, 216.635614)"
Pt,"(43.875126, 1039.050470, 199.777414)"
Pt,"(485.966866, 533.356495, 173.284336)"
Pt,"(893.838042, 830.888047, 252.816486)"
Pt,"(1052.660586, 209.381820, 152.105906)"
Pt,"(541.888587, 950.564183, 152.643881)"
Pt,"(623.869018, 885.255727, 146.084092)"
Pt,"(167.592419, 1162.132784, 109.879887)"
Pt,"(757.742321, 219.790393, 4.346755)"
Pt,"(613.007069, 213.634761, 103.666853)"
Pt,"(543.244097, 674.624776, 158.407297)"
Pt,"(642.275768, 1101.893179, 227.242683)"
Pt,"(1129.372219, 506.255651, 364.196465)"
Pt,"(1169.643899, 517.762191, 355.848960)"
Pt,"(838.785150, 62.317261, 165.449813)"
Pt,"(732.086559, 678.489342, 80.154129)"
Pt,"(596.847809, 1138.661054, 307.980567)"
Pt,"(757.079822, 578.089485, 44.845349)"
Pt,"(404.126147, 382.183426, 192.403083)"
Pt,"(1071.279837, 122.951944, 342.461842)"
Pt,"(574.718659, 130.484634, 99.534127)"
Pt,"(427.782600, 1191.588231, 271.865592)"
Pt,"(828.292159, 662.515013, 244.729679)"
Pt,"(938.992315, 48.164064, 182.705835)"
Pt,"(686.345783, 1036.987601, 183.207507)"
Pt,"(1083.937040, 1.591537, 373.262271)"
Pt,"(449.298518, 34.803388, 5.202957)"
Pt,"(777.869646, 914.757317, 220.934397)"
Pt,"(247.140849, 879.986876, 75.987043)"
Pt,"(758.832165, 665.873935, 221.464249)"
Pt,"(488.012105, 54.852009, 282.212601)"
Pt,"(85.640414, 872.661467, 264.990913)"
Pt,"(346.096212, 903.915133, 271.454630)"
Pt,"(523.191339, 994.201523, 372.217925)"
Pt,"(21.764681, 1031.906855, 279.840486)"
Pt,"(756.556423, 1160.534377, 145.652652)"
Pt,"(422.171824, 565.804601, 231.901024)"
Pt,"(1065.933938, 642.773366, 385.166444)"
Pt,"(764.673649, 802.994315, 104.053074)"
Pt,"(618.444584, 574.161253, 359.218588)"
Pt,"(1054.874742, 108.638745, 367.772289)"
Pt,"(401.746515, 458.254134, 346.838618)"
Pt,"(785.856775, 894.199304, 49.929900)"
Pt,"(932.187721, 113.009543, 16.535067)"
Pt,"(511.638202, 564.325856, 41.140708)"
Pt,"(118.895382, 949.783128, 217.989580)"
Pt,"(513.972190, 973.138076, 202.507973)"
Pt,"(575.031732, 659.604187, 57.102207)"
Pt,"(134.123881, 970.377212, 189.023006)"
Pt,"(371.302081, 457.108601, 206.469026)"
Pt,"(897.978895, 859.815666, 42.356818)"
Pt,"(0.998189, 372.837050, 329.680079)"
Pt,"(66.242301, 9.080556, 370.341934)"
Pt,"(627.055235, 296.950079, 147.279370)"
Pt,"(210.292513, 593.069526, 391.087740)"
Pt,"(983.784930, 360.939947, 134.354782)"
Pt,"(959.847902, 1122.809936, 285.515228)"
Pt,"(1190.068131, 923.127750, 264.439263)"
Pt,"(792.625244, 176.989435, 106.749244)"
Pt,"(208.059380, 255.126394, 74.848685)"
Pt,"(32.748848, 0.246895, 279.713648)"
Pt,"(1187.363981, 1027.292148, 80.115078)"
Pt,"(103.496681, 820.959323, 104.793188)"
Pt,"(101.396001, 449.950982, 28.508154)"
Pt,"(83.711956, 490.631618, 34.837888)"
Pt,"(205.682120, 269.141166, 368.127952)"
Pt,"(158.297186, 1194.329399, 146.522634)"
Pt,"(671.914629, 836.615756, 265.379258)"
Pt,"(1125.041575, 1100.986395, 255.585686)"
Pt,"(1066.210604, 19.976429, 247.934730)"
Pt,"(587.532976, 124.154581, 127.369346)"
Pt,"(319.394079, 1017.821187, 161.304454)"
Pt,"(364.965336, 1146.273468, 340.126097)"
Pt,"(291.132208, 38.952358, 125.437406)"
Pt,"(599.342576, 557.352597, 16.748209)"
Pt,"(420.288337, 471.978918, 341.614560)"
Pt,"(1107.959856, 939.396904, 221.662107)"
Pt,"(360.492677, 1022.054974, 332.488562)"
Pt,"(595.553990, 1052.958086, 216.159606)"
Pt,"(281.938725, 377.210591, 203.556507)"
Pt,"(741.538075, 1119.070742, 364.953572)"
Pt,"(785.483046, 533.928484, 341.816745)"
Pt,"(456.571090, 700.734636, 280.599805)"
Pt,"(951.106109, 613.745296, 57.353573)"
Pt,"(993.612196, 142.308361, 89.039243)"
Pt,"(1129.511497, 894.046971, 80.621593)"
Pt,"(741.495760, 186.462033, 165.868823)"
Pt,"(646.225220, 408.622642, 49.755609)"
Pt,"(83.398963, 592.207185, 383.361294)"
Pt,"(292.214179, 564.516124, 122.641461)"
Pt,"(322.865998, 641.283049, 94.318285)"
Pt,"(113.148230, 733.079644, 91.837244)"
Pt,"(499.373621, 953.043613, 284.864164)"
Pt,"(468.020365, 247.840000, 248.178173)"
Pt,"(49.210286, 983.073028, 144.124139)"
Pt,"(22.585048, 830.743484, 261.156086)"
Pt,"(240.991560, 399.293051, 365.281253)"
Pt,"(3.107036, 957.972910, 318.987627)"
Pt,"(9.560788, 524.612530, 143.079397)"
Pt,"(249.100803, 1074.208451, 67.022224)"
Pt,"(846.832296, 66.304278, 84.957233)"
Pt,"(485.397235, 7.626425, 247.122295)"
Pt,"(1105.269355, 1010.137206, 304.279137)"
Pt,"(768.698581, 80.743055, 349.587501)"
Pt,"(43.281007, 1171.291643, 299.072767)"
Pt,"(841.432304, 883.480986, 335.133650)"
Pt,"(488.722479, 189.455685, 28.598323)"
Pt,"(668.081469, 993.138354, 135.211277)"
Pt,"(548.492305, 696.801519, 186.353845)"
Pt,"(1129.797802, 187.235982, 322.835653)"
Pt,"(699.310459, 56.484330, 322.461428)"
Pt,"(0.568862, 388.897705, 247.733129)"
Pt,"(953.470710, 728.152846, 316.326870)"
Pt,"(1127.102286, 1171.907391, 76.278288)"
Pt,"(394.808905, 1084.298321, 360.612317)"
Pt,"(1080.979561, 245.272303, 31.676593)"
Pt,"(651.738855, 860.286321, 29.753532)"
Pt,"(803.936690, 508.534801, 2.679441)"
Pt,"(906.858251, 398.289920, 309.092278)"
Pt,"(930.224451, 81.898336, 31.237520)"
Pt,"(340.309341, 1070.407717, 396.386397)"
Pt,"(477.530162, 993.447225, 125.835074)"
Pt,"(1049.273755, 622.242051, 33.867236)"
Pt,"(893.859883, 830.437815, 6.563021)"
Pt,"(966.628106, 130.373725, 148.221998)"
Pt,"(100.718073, 514.406314, 286.368878)"
Pt,"(842.887611, 614.595547, 190.002018)"
Pt,"(898.910612, 129.257276, 274.928528)"
Pt,"(768.943893, 809.799545, 366.711328)"
Pt,"(72.005319, 618.533737, 397.933933)"
Pt,"(251.999033, 892.154313, 200.111108)"
Pt,"(946.702183, 914.138545, 206.976515)"
Pt,"(206.356461, 311.682911, 2.981683)"
Pt,"(519.993652, 346.860723, 220.871864)"
Pt,"(586.357742, 875.456240, 2.691965)"
Pt,"(303.819084, 1151.685942, 205.533049)"
Pt,"(306.058051, 973.599318, 330.980204)"
Pt,"(397.530779, 22.786418, 284.153291)"
Pt,"(1115.323451, 678.947400, 305.739495)"
Pt,"(550.130589, 482.971420, 29.732160)"
Pt,"(604.087596, 703.743568, 219.976565)"
Pt,"(708.878480, 609.567265, 275.340355)"
Pt,"(181.064850, 411.554757, 21.379982)"
Pt,"(766.819449, 126.797069, 246.967360)"
Pt,"(726.518960, 231.831850, 137.883524)"
Pt,"(643.357857, 801.156450, 117.338399)"
Pt,"(637.539259, 560.469642, 179.486943)"
Pt,"(1125.116056, 1024.005829, 162.627222)"
Pt,"(257.894265, 125.810213, 146.198476)"
Pt,"(1055.451522, 1129.780118, 325.984569)"
Pt,"(117.203062, 418.811801, 248.663117)"
Pt,"(884.683791, 670.243601, 41.229576)"
Pt,"(34.540230, 507.732131, 171.362010)"
Pt,"(1143.757383, 753.630915, 264.856289)"
Pt,"(351.036022, 332.755836, 183.353674)"
Pt,"(400.110858, 812.938550, 0.456329)"
Pt,"(663.543576, 497.919812, 302.199179)"
Pt,"(411.458256, 905.241902, 363.103483)"
Pt,"(1147.759592, 149.811773, 54.662711)"
Pt,"(449.482172, 748.373255, 18.247286)"
Pt,"(954.364691, 1124.077662, 221.622548)"
Pt,"(307.189758, 673.045591, 255.325041)"
Pt,"(147.487418, 272.987749, 130.542441)"
Pt,"(536.698873, 743.926750, 152.323941)"
Pt,"(668.014261, 814.736935, 86.683491)"
Pt,"(689.999760, 957.534884, 237.500099)"
Pt,"(1074.645489, 720.075024, 18.672512)"
Pt,"(1171.823483, 115.829685, 82.893029)"
Pt,"(862.560365, 180.246766, 43.928655)"
Pt,"(796.027493, 912.907910, 352.568726)"
Pt,"(297.051073, 965.108814, 59.944346)"
Pt,"(293.835663, 383.159541, 77.393834)"
Pt,"(234.341888, 587.999800, 3.018465)"
Pt,"(566.673611, 796.548738, 323.278515)"
Pt,"(887.086696, 748.432698, 56.194660)"
Pt,"(422.353341, 99.815736, 217.484434)"
Pt,"(1002.308915, 446.953313, 276.167083)"
Pt,"(313.774641, 639.496011, 116.016724)"
Pt,"(287.990897, 615.774775, 238.546192)"
Pt,"(1134.745585, 346.846457, 218.441899)"
Pt,"(925.800928, 360.170559, 183.658973)"
Pt,"(139.637061, 32.163458, 261.818008)"
Pt,"(473.486855, 565.140681, 56.207458)"
Pt,"(1129.812851, 44.030765, 99.051894)"
Pt,"(980.466015, 725.441333, 282.266300)"
Pt,"(287.637233, 879.318540, 306.930996)"
Pt,"(314.222744, 989.293208, 104.225549)"
Pt,"(131.421523, 221.841143, 183.743745)"
Pt,"(71.405122, 367.481038, 173.229943)"
Pt,"(735.318950, 150.138344, 66.453759)"
Pt,"(104.942610, 1075.530356, 46.442289)"
Pt,"(25.790513, 1101.061257, 249.353346)"
Pt,"(508.633086, 1002.693594, 136.094505)"
Pt,"(809.273082, 5.110842, 35.566920)"
Pt,"(829.152310, 697.630057, 223.374861)"
Pt,"(1105.114450, 855.830477, 248.607305)"
Pt,"(255.637450, 311.235710, 198.145816)"
Pt,"(502.775151, 970.473713, 242.723624)"
Pt,"(925.622561, 185.304271, 68.101615)"
Pt,"(1174.794323, 250.286674, 107.145555)"
Pt,"(1109.483979, 962.219736, 192.501800)"
Pt,"(87.841845, 1139.048763, 94.420315)"
Pt,"(831.684808, 50.555587, 343.536986)"
Pt,"(206.052873, 501.120921, 1.235541)"
Pt,"(1061.310547, 78.176887, 4.017919)"
Pt,"(486.290636, 345.687883, 243.006144)"
Pt,"(278.079203, 883.851404, 221.531133)"
Pt,"(156.509917, 1175.298725, 165.854805)"
Pt,"(181.570367, 4.692533, 111.213573)"
Pt,"(688.117872, 602.883439, 140.109636)"
Pt,"(887.720700, 304.822585, 384.768246)"
Pt,"(771.677357, 193.796588, 323.774795)"
Pt,"(362.486571, 751.194589, 165.023652)"
Pt,"(873.553625, 237.805175, 5.569567)"
Pt,"(211.070989, 642.014116, 257.201994)"
Pt,"(808.056073, 179.014352, 239.192390)"
Pt,"(1156.386320, 81.389785, 375.799108)"
Pt,"(217.716944, 176.283499, 150.612717)"
Pt,"(1157.344861, 939.152563, 204.948185)"
Pt,"(101.487541, 67.244554, 213.960498)"
Pt,"(803.677140, 896.779929, 295.541365)"
Pt,"(1001.585484, 952.864725, 127.356256)"
Pt,"(1131.261639, 558.744932, 309.158583)"
Pt,"(538.314454, 208.525801, 123.451554)"
Pt,"(793.515899, 882.692689, 266.712580)"
Pt,"(928.764773, 141.926281, 2.128173)"
Pt,"(708.828991, 136.041137, 81.440202)"
Pt,"(260.677428, 552.340887, 8.791885)"
Pt,"(53.328264, 536.550298, 396.586821)"
Pt,"(1109.375109, 664.966699, 370.092411)"
Pt,"(838.394864, 98.070701, 361.675513)"
Pt,"(961.122198, 1036.879406, 135.878164)"
Pt,"(1082.831907, 108.498231, 194.586414)"
Pt,"(99.405139, 77.794450, 223.915258)"
Pt,"(978.109892, 45.728167, 52.161038)"
Pt,"(442.150301, 164.770515, 26.209362)"
Pt,"(680.038005, 541.388814, 134.057086)"
Pt,"(907.787915, 313.780512, 208.308103)"
Pt,"(222.990869, 327.258755, 86.700523)"
Pt,"(130.114661, 1177.253866, 273.375313)"
Pt,"(866.192263, 773.164542, 45.916812)"
Pt,"(293.206414, 470.672659, 66.065690)"
Pt,"(600.626901, 710.221235, 394.549101)"
Pt,"(442.931769, 1140.130341, 241.408610)"
Pt,"(1037.538969, 259.535606, 254.234178)"
Pt,"(946.719503, 1038.836984, 43.622737)"
Pt,"(44.814612, 354.507923, 158.072989)"
Pt,"(195.995891, 633.340552, 157.857545)"
Pt,"(537.468342, 1.623691, 2.846579)"
Pt,"(870.676226, 71.133203, 0.949162)"
Pt,"(752.571482, 835.242885, 140.573541)"
Pt,"(1004.272513, 1093.327012, 6.529343)"
Pt,"(157.174247, 1133.984240, 343.976649)"
Pt,"(1171.245553, 1177.569805, 180.954850)"
Pt,"(920.936751, 155.599310, 203.653014)"
Pt,"(802.869647, 435.376684, 32.756678)"
Pt,"(948.450745, 992.717100, 10.055603)"
Pt,"(108.634062, 88.399680, 84.543643)"
Pt,"(723.333635, 66.116073, 233.775527)"
Pt,"(910.841332, 702.577973, 127.736347)"
Pt,"(326.790712, 423.366095, 176.336199)"
Pt,"(521.823992, 49.256565, 99.966778)"
Pt,"(697.747282, 571.250080, 398.517852)"
Pt,"(377.750549, 667.966157, 282.635700)"
Pt,"(643.691117, 949.791866, 379.761138)"
Pt,"(316.105159, 924.454218, 217.820452)"
Pt,"(884.481422, 646.351282, 30.733952)"
Pt,"(401.676681, 162.251462, 141.272775)"
Pt,"(913.450326, 534.675903, 82.855569)"
Pt,"(1018.520131, 478.891714, 145.763144)"
Pt,"(384.082756, 1094.937531, 343.192287)"
Pt,"(991.914469, 548.010862, 372.772202)"
Pt,"(1067.210457, 166.691369, 396.860416)"
Pt,"(109.910162, 132.095628, 5.194274)"
Pt,"(125.480169, 528.421518, 362.799765)"
Pt,"(126.580348, 185.051762, 114.708836)"
Pt,"(345.174098, 922.651459, 337.532365)"
Pt,"(878.593386, 365.642006, 341.059630)"
Pt,"(907.842391, 1093.042147, 117.512413)"
Pt,"(1197.599150, 500.156868, 375.009223)"
Pt,"(858.320667, 189.645011, 221.843673)"
Pt,"(202.134636, 571.403799, 358.723443)"
Pt,"(610.461442, 288.692242, 128.062157)"
Pt,"(472.867147, 220.234286, 175.013602)"
Pt,"(838.124711, 76.905329, 63.208027)"
Pt,"(957.664702, 36.901619, 153.487715)"
Pt,"(473.936996, 1.693398, 52.058893)"
Pt,"(141.553568, 90.598258, 122.575443)"
Pt,"(817.639487, 948.781830, 160.229612)"
Pt,"(1169.125047, 961.366799, 188.743226)"
Pt,"(497.438185, 1108.282378, 102.786840)"
Pt,"(526.464975, 801.569698, 291.058292)"
Pt,"(961.636366, 826.064081, 35.704235)"
Pt,"(227.212761, 271.714625, 23.446026)"
Pt,"(87.660140, 273.142742, 365.904523)"
Pt,"(238.994838, 204.601538, 62.496423)"
