System_geom,1200,1200,400
#Detector,center,normal,top,h,w,t
Pt,"(1105.869304, 791.275851, 235.797529)"
Pt,"(310.081870, 945.010895, 39.910594)"
Pt,"(1129.567231, 1115.981016, 215.620544)"
Pt,"(333.390942, 840.022878, 9.237156)"
Pt,"(94.470139, 1012.898825, 230.884329)"
Pt,"(613.721032, 873.835114, 303.683401)"
Pt,"(30.526932, 680.403115, 33.059343)"
Pt,"(90.441867, 1145.683627, 126.656708)"
Pt,"(1151.210265, 49.336608, 386.866282)"
Pt,"(1043.854711, 622.251550, 127.972824)"
Pt,"(924.616570, 924.018013, 134.454435)"
Pt,"(902.348319, 849.994487, 8.961925)"
Pt,"(1073.314501, 855.694170, 360.225995)"
Pt,"(1042.132527, 824.102483, 156.055494)"
Pt,"(710.090337, 796.643333, 71.552605)"
Pt,"(141.018152, 1008.069202, 352.943457)"
Pt,"(887.594403, 699.966030, 26.055133)"
Pt,"(1065.705057, 1152.885022, 39.997931)"
Pt,"(257.410502, 712.779430, 120.857824)"
Pt,"(799.813501, 618.329199, 321.193358)"
Pt,"(219.064028, 884.489702, 238.814879)"
Pt,"(341.846590, 941.091611, 162.199695)"
Pt,"(555.356155, 363.174003, 42.269848)"
Pt,"(731.027707, 57.981303, 298.000734)"
Pt,"(690.364829, 548.678547, 169.256905)"
Pt,"(623.379841, 946.362130, 120.380796)"
Pt,"(797.124748, 685.594677, 362.603674)"
Pt,"(61.287022, 480.247667, 375.201911)"
Pt,"(145.636166, 112.895249, 383.525559)"
Pt,"(376.518083, 675.275122, 168.429692)"
Pt,"(917.880527, 810.132476, 24.555918)"
Pt,"(377.660344, 73.432029, 244.242405)"
Pt,"(258.435275, 83.291320, 282.904521)"
Pt,"(3.149053, 702.489025, 209.564853)"
Pt,"(981.101034, 1156.342782, 9.264793)"
Pt,"(790.487468, 930.028915, 93.156246)"
Pt,"(434.233579, 744.545930, 212.975947)"
Pt,"(578.423351, 797.536421, 272.294830)"
Pt,"(589.946809, 136.293800, 396.366605)"
Pt,"(337.689176, 1013.095338, 205.301224)"
Pt,"(505.297928, 98.470604, 322.215807)"
Pt,"(810.829885, 843.358721, 323.298445)"
Pt,"(593.429816, 757.186536, 165.115068)"
Pt,"(16.400225, 480.010769, 186.257456)"
Pt,"(208.272841, 27.327799, 101.277281)"
Pt,"(644.676863, 1103.241354, 159.305562)"
Pt,"(1092.605921, 580.791873, 373.289858)"
Pt,"(544.808970, 1034.993410, 391.029714)"
Pt,"(607.403510, 330.979234, 281.107764)"
Pt,"(94.262486, 172.121523, 349.744433)"
Pt,"(239.740480, 771.858836, 351.131598)"
Pt,"(752.281662, 940.110914, 355.710690)"
Pt,"(1024.674083, 669.435786, 182.898234)"
Pt,"(629.129858, 125.347092, 248.508738)"
Pt,"(287.463902, 1053.357474, 207.800967)"
Pt,"(482.530662, 1040.145081, 358.342826)"
Pt,"(82.461640, 628.955641, 249.426495)"
Pt,"(166.856531, 1099.727909, 121.604060)"
Pt,"(64.046188, 1079.386406, 0.465587)"
Pt,"(529.915326, 667.725466, 110.991687)"
Pt,"(611.988033, 994.078995, 34.030762)"
Pt,"(220.108284, 544.620088, 180.637360)"
Pt,"(107.319428, 307.274298, 384.199573)"
Pt,"(512.877062, 693.454654, 204.291682)"
Pt,"(1138.368166, 1127.131999, 329.866748)"
Pt,"(511.802503, 530.612916, 131.462472)"
Pt,"(1135.772474, 1130.161056, 179.476054)"
Pt,"(671.804344, 490.715919, 287.845097)"
Pt,"(809.695643, 67.663878, 112.322290)"
Pt,"(826.936827, 196.023692, 15.673371)"
Pt,"(593.295518, 1023.186364, 207.451117)"
Pt,"(1046.574624, 1044.888845, 218.774569)"
Pt,"(806.379574, 323.540389, 250.443038)"
Pt,"(801.420284, 439.896699, 185.272186)"
Pt,"(43.870978, 175.034533, 177.315749)"
Pt,"(661.455603, 383.834789, 279.057461)"
Pt,"(442.913631, 184.795860, 270.609806)"
Pt,"(1159.849565, 687.902726, 226.808444)"
Pt,"(525.047541, 874.483749, 31.593377)"
Pt,"(23.431274, 317.329801, 88.282385)"
Pt,"(510.402095, 64.497891, 359.799761)"
Pt,"(960.368117, 503.645215, 49.488279)"
Pt,"(56.533897, 482.793055, 342.297087)"
Pt,"(433.434409, 255.468478, 161.437122)"
Pt,"(742.275839, 406.349283, 311.694620)"
Pt,"(305.411266, 798.231416, 231.478622)"
Pt,"(753.586476, 1166.704215, 236.175971)"
Pt,"(19.322094, 539.930515, 37.301661)"
Pt,"(229.077021, 571.647162, 99.239435)"
Pt,"(650.960169, 793.429849, 29.364035)"
Pt,"(8.347779, 522.514741, 5.471691)"
Pt,"(444.311805, 614.139211, 163.124267)"
Pt,"(459.927142, 1000.211400, 238.582309)"
Pt,"(588.603559, 368.646891, 323.139270)"
Pt,"(140.943341, 506.498826, 355.632857)"
Pt,"(539.545201, 282.138823, 253.419584)"
Pt,"(630.182760, 149.163464, 182.300677)"
Pt,"(175.233936, 1062.894327, 22.326682)"
Pt,"(944.705303, 512.559716, 64.404148)"
Pt,"(928.020300, 159.236694, 239.440111)"
Pt,"(1095.177651, 1003.928098, 177.505414)"
Pt,"(541.235454, 896.762054, 50.966120)"
Pt,"(784.158010, 204.349332, 45.892916)"
Pt,"(616.560680, 379.013620, 59.249591)"
Pt,"(1138.504146, 351.529820, 326.597490)"
Pt,"(268.495127, 1168.705732, 276.757035)"
Pt,"(345.855693, 408.573777, 355.490687)"
Pt,"(454.313072, 91.742174, 143.079006)"
Pt,"(1112.880461, 693.617792, 142.018034)"
Pt,"(379.526906, 400.920693, 391.382467)"
Pt,"(615.473996, 661.624440, 13.182540)"
Pt,"(230.795324, 1131.699345, 298.004254)"
Pt,"(519.201117, 426.082336, 186.509594)"
Pt,"(694.882154, 966.393090, 180.310900)"
Pt,"(1040.649532, 22.065935, 378.738346)"
Pt,"(63.860515, 575.082818, 264.497533)"
Pt,"(1171.722591, 303.212405, 128.641351)"
Pt,"(834.718154, 1.114134, 219.413196)"
Pt,"(1130.994331, 186.681422, 61.348664)"
Pt,"(146.257676, 143.486092, 291.735129)"
Pt,"(732.345947, 1126.142875, 108.766219)"
Pt,"(406.778529, 1126.184309, 254.997838)"
Pt,"(191.845362, 239.241794, 375.166969)"
Pt,"(94.241338, 275.257514, 239.146035)"
Pt,"(303.784087, 549.530749, 193.839020)"
Pt,"(664.931115, 958.210078, 299.295413)"
Pt,"(1031.619747, 1176.535821, 72.763000)"
Pt,"(636.354966, 1082.809768, 214.808085)"
Pt,"(573.786278, 419.928814, 391.115092)"
Pt,"(296.463869, 1075.933349, 293.399854)"
Pt,"(674.620222, 455.240163, 121.267305)"
Pt,"(730.301415, 293.529215, 351.168543)"
Pt,"(157.608160, 707.477666, 99.242580)"
Pt,"(674.173670, 787.171726, 9.383039)"
Pt,"(378.492044, 875.969381, 154.428175)"
Pt,"(76.777494, 1121.326044, 82.116382)"
Pt,"(719.208630, 990.353943, 361.786655)"
Pt,"(120.446178, 830.716078, 15.253265)"
Pt,"(244.348280, 53.965424, 349.803277)"
Pt,"(1193.692276, 375.398334, 62.475550)"
Pt,"(1060.864579, 244.137511, 357.342911)"
Pt,"(1192.675362, 270.205050, 235.392410)"
Pt,"(773.559006, 565.773568, 91.226157)"
Pt,"(114.485261, 582.926622, 239.877655)"
Pt,"(855.573057, 1014.694853, 328.973601)"
Pt,"(813.677050, 518.141511, 361.557104)"
Pt,"(1062.414188, 618.868175, 213.640507)"
Pt,"(298.780756, 726.190257, 77.492739)"
Pt,"(23.172527, 256.214797, 391.177575)"
Pt,"(42.407707, 1060.244559, 127.300722)"
Pt,"(829.220390, 755.842351, 264.077047)"
Pt,"(140.820167, 409.794217, 298.077022)"
Pt,"(279.536489, 564.171859, 198.659881)"
Pt,"(935.162947, 619.157545, 156.184711)"
Pt,"(401.960920, 943.315026, 252.092869)"
Pt,"(588.354722, 104.163006, 250.834381)"
Pt,"(413.886291, 716.590267, 111.076829)"
Pt,"(24.163055, 1186.344328, 277.357416)"
Pt,"(593.112191, 415.976638, 191.799299)"
Pt,"(1097.176333, 997.357579, 20.771071)"
Pt,"(433.764151, 78.231211, 210.211362)"
Pt,"(381.669314, 824.916227, 150.744873)"
Pt,"(129.981951, 310.055656, 372.375625)"
Pt,"(237.917819, 139.661227, 91.157113)"
Pt,"(1012.970671, 1135.664202, 359.951367)"
Pt,"(114.621913, 823.582380, 387.723879)"
Pt,"(237.287855, 904.574921, 227.665783)"
Pt,"(1.435593, 1119.601635, 130.463483)"
Pt,"(963.420937, 829.261124, 176.360392)"
Pt,"(152.256767, 948.594029, 332.183071)"
Pt,"(150.430816, 310.357633, 163.046700)"
Pt,"(1049.849156, 720.917774, 393.398142)"
Pt,"(604.684038, 718.280145, 75.989660)"
Pt,"(1024.198051, 180.095827, 105.513204)"
Pt,"(891.764633, 1178.039823, 147.225294)"
Pt,"(670.394694, 626.536069, 168.784684)"
Pt,"(1099.772539, 996.224650, 2.203631)"
Pt,"(795.085584, 1095.475042, 192.720027)"
Pt,"(1050.932671, 1029.476562, 97.613156)"
Pt,"(12.475262, 1092.295484, 293.198680)"
Pt,"(985.141723, 897.061526, 368.999300)"
Pt,"(764.607111, 463.895695, 178.581009)"
Pt,"(1076.910515, 754.890676, 224.798877)"
Pt,"(639.037216, 1047.235867, 226.385614)"
Pt,"(326.163296, 715.553109, 136.614329)"
Pt,"(773.369526, 174.385666, 394.049885)"
Pt,"(441.807981, 1146.192311, 77.068103)"
Pt,"(259.881142, 1045.469094, 377.184143)"
Pt,"(993.663093, 883.401971, 383.717971)"
Pt,"(966.026075, 337.926934, 278.138493)"
Pt,"(476.671103, 752.061709, 117.428174)"
Pt,"(10.838469, 714.282786, 75.533785)"
Pt,"(279.348274, 700.670555, 311.388830)"
Pt,"(1052.554569, 1109.858102, 70.649735)"
Pt,"(588.859817, 385.738509, 181.723654)"
Pt,"(537.395734, 250.989097, 59.539211)"
Pt,"(363.693173, 1.254142, 263.769695)"
Pt,"(804.546791, 774.937665, 226.063742)"
Pt,"(685.691150, 281.277710, 58.734474)"
Pt,"(1045.030091, 852.311250, 380.351902)"
Pt,"(398.394569, 471.854174, 361.142708)"
Pt,"(589.626952, 34.860330, 136.583545)"
Pt,"(541.773071, 490.413963, 39.014015)"
Pt,"(966.239906, 1152.527555, 364.922939)"
Pt,"(510.789897, 306.326476, 289.306835)"
Pt,"(669.290292, 739.659954, 329.661177)"
Pt,"(578.830701, 160.774161, 275.597338)"
Pt,"(1050.484771, 1059.695798, 242.298997)"
Pt,"(937.657857, 1143.156699, 89.724155)"
Pt,"(809.875079, 772.783352, 45.786748)"
Pt,"(281.709483, 543.095204, 389.666322)"
Pt,"(905.365413, 800.898776, 182.872634)"
Pt,"(492.361998, 985.200536, 20.385569)"
Pt,"(246.779238, 124.328954, 10.012139)"
Pt,"(825.208157, 152.987299, 189.152209)"
Pt,"(627.209035, 831.191393, 237.718639)"
Pt,"(884.142432, 123.564530, 150.040627)"
Pt,"(514.928125, 1184.447561, 291.501370)"
Pt,"(258.708427, 870.358748, 391.729974)"
Pt,"(975.695273, 1027.148326, 379.800396)"
Pt,"(510.809634, 523.905052, 330.102585)"
Pt,"(826.289153, 1024.122710, 232.200860)"
Pt,"(667.952874, 860.260489, 243.477199)"
Pt,"(177.199454, 936.809751, 139.213939)"
Pt,"(614.665404, 990.312361, 301.582024)"
Pt,"(695.037412, 248.056715, 258.321502)"
Pt,"(152.701510, 784.377179, 123.677587)"
Pt,"(1059.630027, 1132.960254, 149.936230)"
Pt,"(11.388211, 1152.484362, 349.988835)"
Pt,"(603.798788, 738.301695, 175.676282)"
Pt,"(664.461320, 650.094117, 26.156481)"
Pt,"(109.994636, 754.653586, 143.610023)"
Pt,"(764.171630, 1012.549046, 253.360783)"
Pt,"(117.330504, 138.235139, 90.016964)"
Pt,"(211.818106, 805.451947, 27.468057)"
Pt,"(265.957462, 924.144433, 122.785783)"
Pt,"(276.265043, 128.086054, 49.807173)"
Pt,"(797.140028, 491.127927, 114.209845)"
Pt,"(176.819743, 1113.813430, 332.640163)"
Pt,"(446.082860, 9.103551, 195.086829)"
Pt,"(825.301855, 845.111356, 396.699049)"
Pt,"(626.396141, 438.794547, 212.496092)"
Pt,"(130.356993, 512.078952, 55.393379)"
Pt,"(388.766835, 60.570752, 338.611042)"
Pt,"(1062.389651, 757.269226, 59.576708)"
Pt,"(792.371116, 252.555239, 312.654962)"
Pt,"(510.536812, 662.507923, 270.116589)"
Pt,"(240.268783, 1133.256588, 260.504191)"
Pt,"(1097.780421, 484.215932, 371.336620)"
Pt,"(1039.317241, 1110.237963, 329.579200)"
Pt,"(1192.350981, 28.302053, 158.053210)"
Pt,"(847.183063, 1136.395697, 283.307386)"
Pt,"(554.347009, 104.747830, 122.555763)"
Pt,"(1103.256741, 697.930813, 12.796468)"
Pt,"(86.721274, 1051.925714, 388.220335)"
Pt,"(1082.835448, 1059.690101, 50.122758)"
Pt,"(385.513092, 646.866516, 210.599264)"
Pt,"(230.195232, 49.719293, 375.473925)"
Pt,"(880.145851, 1190.171161, 53.809708)"
Pt,"(96.237964, 1129.697489, 231.958191)"
Pt,"(851.251240, 933.852432, 348.655746)"
Pt,"(754.254628, 739.471251, 81.865131)"
Pt,"(1013.918247, 257.242452, 207.860473)"
Pt,"(510.941699, 622.127526, 88.026747)"
Pt,"(1119.214598, 963.178168, 294.695796)"
Pt,"(115.085543, 1109.878009, 26.483451)"
Pt,"(991.393432, 747.977066, 375.167495)"
Pt,"(658.760252, 748.599413, 207.522388)"
Pt,"(740.158890, 1007.663796, 374.547770)"
Pt,"(917.855524, 358.906343, 130.687923)"
Pt,"(743.545521, 464.226457, 97.537025)"
Pt,"(1197.015727, 895.573263, 49.300496)"
Pt,"(120.504401, 811.271413, 18.445083)"
Pt,"(434.628951, 875.524375, 27.804037)"
Pt,"(1064.778128, 548.854852, 144.694436)"
Pt,"(465.457822, 7.436140, 2.541532)"
Pt,"(214.032584, 976.335867, 392.540460)"
Pt,"(588.225867, 372.353470, 97.044270)"
Pt,"(1155.478688, 176.349325, 326.547898)"
Pt,"(1055.574171, 421.100091, 33.479367)"
Pt,"(1148.231271, 795.053721, 27.717615)"
Pt,"(1147.740013, 18.809467, 216.177347)"
Pt,"(1134.591666, 170.198515, 85.345442)"
Pt,"(1103.890496, 956.197380, 376.940217)"
Pt,"(617.615907, 217.689956, 394.590781)"
Pt,"(244.582971, 511.187497, 88.178152)"
Pt,"(153.010071, 996.059233, 44.522275)"
Pt,"(682.898214, 794.307004, 127.860570)"
Pt,"(1080.614048, 311.890001, 29.057229)"
Pt,"(983.754742, 1087.674803, 389.106453)"
Pt,"(555.891973, 695.816008, 123.192813)"
Pt,"(285.801129, 77.988886, 399.568491)"
Pt,"(348.217476, 115.051444, 85.539390)"
Pt,"(679.990856, 15.472746, 67.842230)"
Pt,"(432.543083, 98.196822, 211.215320)"
Pt,"(559.493162, 1064.142355, 91.892893)"
Pt,"(326.523611, 230.681932, 167.158655)"
Pt,"(1124.701645, 158.304615, 54.268076)"
Pt,"(487.759219, 843.214267, 291.755059)"
Pt,"(475.095249, 585.384406, 350.540175)"
Pt,"(84.863225, 239.463067, 230.984732)"
Pt,"(719.996648, 1084.366246, 223.577206)"
Pt,"(553.224190, 389.760080, 333.644816)"
Pt,"(304.867487, 69.772573, 14.769732)"
Pt,"(1092.636579, 753.383680, 58.186803)"
Pt,"(409.828992, 1151.149896, 100.727811)"
Pt,"(837.356729, 489.209254, 176.912932)"
Pt,"(1115.174691, 484.674934, 158.306670)"
Pt,"(607.573001, 963.785831, 278.504376)"
Pt,"(8.097363, 1160.117741, 300.066286)"
Pt,"(427.141509, 1178.574602, 177.993601)"
Pt,"(184.168274, 440.846514, 185.166090)"
Pt,"(366.238377, 1008.370204, 345.906576)"
Pt,"(1169.616481, 607.062177, 218.701964)"
Pt,"(615.909726, 410.495844, 338.901850)"
Pt,"(319.145593, 666.163288, 236.146380)"
Pt,"(1096.973269, 1161.101283, 186.927659)"
Pt,"(577.808098, 1188.551526, 85.084695)"
Pt,"(769.956888, 118.503266, 277.899239)"
Pt,"(1025.551154, 785.093509, 258.065098)"
Pt,"(276.368020, 695.019634, 26.455204)"
Pt,"(625.633293, 513.498584, 388.836959)"
Pt,"(1027.794823, 1152.126362, 215.826135)"
Pt,"(68.041091, 178.164958, 16.553132)"
Pt,"(607.648783, 1163.632405, 299.392978)"
Pt,"(1001.776729, 932.302519, 20.725443)"
Pt,"(213.869673, 699.192817, 305.462559)"
Pt,"(534.413408, 335.667690, 71.209273)"
Pt,"(850.104136, 991.793301, 225.824135)"
Pt,"(65.530442, 9.124158, 21.411982)"
Pt,"(276.170015, 41.922394, 109.415646)"
Pt,"(550.681963, 1013.236780, 121.977751)"
Pt,"(697.256443, 480.508364, 64.220954)"
Pt,"(834.496403, 1138.818065, 235.204556)"
Pt,"(794.294798, 0.952249, 390.491700)"
Pt,"(768.487797, 933.705333, 9.446384)"
Pt,"(146.251731, 573.447150, 39.915999)"
Pt,"(149.939594, 907.861934, 6.878685)"
Pt,"(198.353400, 657.780809, 155.271759)"
Pt,"(566.139840, 932.032045, 268.766482)"
Pt,"(146.874263, 877.588732, 373.543137)"
Pt,"(850.893423, 1165.676629, 344.701032)"
Pt,"(1058.317324, 178.066735, 185.762802)"
Pt,"(101.570584, 409.024706, 374.845351)"
Pt,"(1103.724454, 765.374738, 50.894864)"
Pt,"(320.359696, 209.545499, 115.675294)"
Pt,"(551.677690, 367.250379, 275.618522)"
Pt,"(1150.070909, 241.368975, 101.239097)"
Pt,"(215.179601, 544.906436, 74.050796)"
Pt,"(441.857470, 270.578610, 342.786004)"
Pt,"(174.362053, 709.487064, 63.909419)"
Pt,"(759.699004, 608.905028, 73.949305)"
Pt,"(319.493329, 1014.652318, 233.231226)"
Pt,"(1161.134105, 652.218409, 232.370479)"
Pt,"(635.141009, 1042.394584, 269.486953)"
Pt,"(584.919067, 1032.167963, 225.156134)"
Pt,"(967.976577, 628.428047, 265.839470)"
Pt,"(1073.861564, 269.644542, 202.175190)"
Pt,"(358.535513, 776.442543, 277.198845)"
Pt,"(960.805832, 1043.550534, 259.866752)"
Pt,"(454.364262, 119.675272, 314.372157)"
Pt,"(311.349114, 264.207325, 320.029647)"
Pt,"(898.759606, 490.106708, 54.782501)"
Pt,"(541.855171, 345.758992, 58.178337)"
Pt,"(665.921122, 28.293549, 393.148108)"
Pt,"(1188.625646, 36.858350, 147.650924)"
Pt,"(731.835823, 28.811157, 349.834770)"
Pt,"(796.926570, 873.125390, 285.024149)"
Pt,"(305.922683, 862.155560, 288.231759)"
Pt,"(104.954271, 942.267264, 46.825552)"
Pt,"(1089.258864, 894.062601, 47.224944)"
Pt,"(556.198897, 307.298931, 299.024626)"
Pt,"(141.638979, 1058.642069, 167.096633)"
Pt,"(900.034228, 430.073211, 352.884954)"
Pt,"(771.575383, 1187.492996, 396.025735)"
Pt,"(755.122450, 503.800353, 1.559417)"
Pt,"(753.570596, 863.493690, 108.412559)"
Pt,"(644.219904, 899.573988, 195.974842)"
Pt,"(989.479055, 1116.802625, 280.642280)"
Pt,"(505.785669, 1026.909077, 31.613146)"
Pt,"(449.347249, 636.317528, 272.610419)"
Pt,"(941.201438, 215.538853, 307.655783)"
Pt,"(69.928778, 267.919078, 53.603016)"
Pt,"(1199.088927, 728.162486, 119.239660)"
Pt,"(516.306690, 395.546537, 151.440579)"
Pt,"(397.626262, 689.776977, 147.279299)"
Pt,"(738.816121, 178.305048, 110.363349)"
Pt,"(764.751419, 658.496934, 314.689369)"
Pt,"(1091.586742, 109.062791, 76.525871)"
Pt,"(132.012366, 988.546707, 216.300057)"
Pt,"(1130.491987, 554.619484, 158.237261)"
Pt,"(706.930286, 619.344963, 219.774124)"
Pt,"(1151.378174, 324.755735, 366.291938)"
Pt,"(808.251397, 1148.303858, 279.767351)"
Pt,"(654.680914, 542.305949, 38.536525)"
Pt,"(1196.153298, 914.912480, 192.532687)"
Pt,"(108.041249, 1199.984137, 60.811347)"
Pt,"(674.947361, 670.787763, 368.182371)"
Pt,"(754.941647, 72.744295, 285.365789)"
Pt,"(904.613232, 629.444938, 100.526043)"
Pt,"(855.215524, 938.442444, 60.804066)"
Pt,"(781.452894, 880.020523, 48.025988)"
Pt,"(66.648615, 895.868426, 293.212812)"
Pt,"(572.210228, 518.145806, 278.379506)"
Pt,"(901.794414, 654.030459, 15.798442)"
Pt,"(410.122959, 703.009732, 86.100619)"
Pt,"(123.801459, 1080.594468, 185.834241)"
Pt,"(1149.404758, 386.883860, 271.427185)"
Pt,"(492.581589, 569.169752, 242.068991)"
Pt,"(676.103218, 215.734682, 143.850605)"
Pt,"(58.556548, 295.792125, 155.026408)"
Pt,"(201.875153, 279.854832, 297.965586)"
Pt,"(864.606392, 826.804791, 138.156620)"
Pt,"(1128.894316, 995.021090, 63.807950)"
Pt,"(1106.446061, 324.899714, 239.775875)"
Pt,"(59.184131, 812.483111, 139.674553)"
Pt,"(872.652047, 788.770397, 110.016261)"
Pt,"(686.699085, 751.500764, 102.923304)"
Pt,"(732.196692, 540.853376, 120.771077)"
Pt,"(840.097993, 602.901588, 42.666979)"
Pt,"(257.221237, 371.776949, 267.061459)"
Pt,"(58.088656, 219.149520, 36.386331)"
Pt,"(858.253626, 991.509294, 51.729616)"
Pt,"(62.437425, 459.952927, 147.529972)"
Pt,"(444.189716, 155.532966, 315.147838)"
Pt,"(865.040056, 160.499175, 112.144405)"
Pt,"(364.055107, 53.797318, 365.733575)"
Pt,"(1024.936683, 304.480779, 297.612230)"
Pt,"(1.949061, 27.433296, 281.792863)"
Pt,"(544.706234, 586.003398, 159.692749)"
Pt,"(291.461779, 1170.146519, 74.548892)"
Pt,"(1129.156929, 425.518691, 297.785773)"
Pt,"(421.066192, 940.784951, 209.747515)"
Pt,"(954.946931, 395.625424, 333.590403)"
Pt,"(40.448179, 534.633057, 285.719434)"
Pt,"(970.440520, 439.503941, 93.233223)"
Pt,"(902.732950, 279.871894, 198.330704)"
Pt,"(53.362972, 1037.476898, 363.293167)"
Pt,"(740.705972, 26.098811, 272.651967)"
Pt,"(1078.544915, 1040.771555, 19.558125)"
Pt,"(1054.498874, 1196.134341, 88.290849)"
Pt,"(786.189361, 1194.106335, 326.432565)"
Pt,"(499.710238, 35.232717, 102.933966)"
Pt,"(446.622308, 172.335337, 129.217127)"
Pt,"(761.781147, 341.057466, 246.448219)"
Pt,"(881.780946, 126.149185, 86.385299)"
Pt,"(154.257972, 1193.004469, 103.769019)"
Pt,"(345.145777, 778.376337, 149.972194)"
Pt,"(250.692410, 879.103841, 129.320711)"
Pt,"(1173.792721, 727.082459, 184.300961)"
Pt,"(1046.909788, 1101.964949, 17.404578)"
Pt,"(1090.004439, 395.281513, 75.232669)"
Pt,"(1150.725643, 0.786559, 395.722305)"
Pt,"(189.166366, 583.827050, 26.975675)"
Pt,"(851.369941, 457.469607, 123.464921)"
Pt,"(580.321150, 714.631164, 89.754189)"
Pt,"(704.635424, 630.603253, 154.588043)"
Pt,"(1147.075710, 835.875595, 19.699134)"
Pt,"(404.147022, 175.443004, 128.361742)"
Pt,"(81.618675, 334.290432, 137.016068)"
Pt,"(725.088990, 351.215778, 357.071416)"
Pt,"(1009.007261, 238.050786, 217.708161)"
Pt,"(970.281148, 1179.610931, 396.910543)"
Pt,"(835.701530, 390.914018, 108.204792)"
Pt,"(387.879125, 612.412621, 358.101610)"
Pt,"(588.351143, 482.305119, 99.602901)"
Pt,"(1004.698885, 827.854459, 358.711133)"
Pt,"(893.950269, 444.541133, 155.936360)"
Pt,"(763.756754, 214.740263, 288.224487)"
Pt,"(810.073015, 1014.861141, 332.034826)"
Pt,"(72.058976, 335.123156, 311.450968)"
Pt,"(351.159069, 186.875448, 171.336482)"
Pt,"(681.929184, 82.756729, 117.977283)"
Pt,"(1133.851635, 1106.645658, 323.817120)"
Pt,"(1117.591788, 13.790241, 18.519976)"
Pt,"(103.046143, 803.005267, 382.671153)"
Pt,"(1027.692845, 1167.807198, 387.416187)"
Pt,"(577.567663, 508.729477, 17.745150)"
Pt,"(721.610217, 5.674146, 302.054827)"
Pt,"(14.390995, 77.143095, 383.292536)"
Pt,"(420.537698, 959.551254, 169.824917)"
Pt,"(25.397641, 733.963643, 11.689928)"
Pt,"(1188.540950, 971.009847, 122.711996)"
Pt,"(107.058847, 741.203101, 73.391140)"
Pt,"(271.140896, 791.028370, 239.181175)"
Pt,"(1126.198344, 1050.256900, 147.493447)"
Pt,"(101.555715, 1045.632162, 80.306508)"
Pt,"(1023.539337, 419.802227, 216.767517)"
Pt,"(879.109509, 850.886478, 225.205639)"
Pt,"(1129.317824, 1041.331210, 390.096167)"
Pt,"(37.761749, 160.117499, 227.593798)"
Pt,"(839.512874, 221.835109, 284.712270)"
Pt,"(877.099377, 131.882038, 380.153863)"
Pt,"(870.664236, 719.246777, 78.930367)"
Pt,"(796.667203, 670.318481, 165.540209)"
Pt,"(256.994381, 413.827525, 58.087753)"
Pt,"(768.396065, 862.150374, 157.254886)"
Pt,"(691.241835, 996.826845, 278.973089)"
Pt,"(235.593454, 109.887946, 359.456296)"
